LASST260000000000005	Local Area Unemployment Statistics	Employment: Michigan (S)	Michigan	A	05	S
LASST260000000000006	Local Area Unemployment Statistics	Labor Force: Michigan (S)	Michigan	A	06	S
LASST270000000000003	Local Area Unemployment Statistics	Unemployment Rate: Minnesota (S)	Minnesota	A	03	S
LASST270000000000004	Local Area Unemployment Statistics	Unemployment: Minnesota (S)	Minnesota	A	04	S
LASST270000000000005	Local Area Unemployment Statistics	Employment: Minnesota (S)	Minnesota	A	05	S
LASST270000000000006	Local Area Unemployment Statistics	Labor Force: Minnesota (S)	Minnesota	A	06	S
LASST280000000000003	Local Area Unemployment Statistics	Unemployment Rate: Mississippi (S)	Mississippi	A	03	S
LASST280000000000004	Local Area Unemployment Statistics	Unemployment: Mississippi (S)	Mississippi	A	04	S
LASST280000000000005	Local Area Unemployment Statistics	Employment: Mississippi (S)	Mississippi	A	05	S
LASST280000000000006	Local Area Unemployment Statistics	Labor Force: Mississippi (S)	Mississippi	A	06	S
LASST290000000000003	Local Area Unemployment Statistics	Unemployment Rate: Missouri (S)	Missouri	A	03	S
LASST290000000000004	Local Area Unemployment Statistics	Unemployment: Missouri (S)	Missouri	A	04	S
LASST290000000000005	Local Area Unemployment Statistics	Employment: Missouri (S)	Missouri	A	05	S
LASST290000000000006	Local Area Unemployment Statistics	Labor Force: Missouri (S)	Missouri	A	06	S
LASST300000000000003	Local Area Unemployment Statistics	Unemployment Rate: Montana (S)	Montana	A	03	S
LASST300000000000004	Local Area Unemployment Statistics	Unemployment: Montana (S)	Montana	A	04	S
LASST300000000000005	Local Area Unemployment Statistics	Employment: Montana (S)	Montana	A	05	S
LASST300000000000006	Local Area Unemployment Statistics	Labor Force: Montana (S)	Montana	A	06	S
LASST310000000000003	Local Area Unemployment Statistics	Unemployment Rate: Nebraska (S)	Nebraska	A	03	S
LASST310000000000004	Local Area Unemployment Statistics	Unemployment: Nebraska (S)	Nebraska	A	04	S
LASST310000000000005	Local Area Unemployment Statistics	Employment: Nebraska (S)	Nebraska	A	05	S
LASST310000000000006	Local Area Unemployment Statistics	Labor Force: Nebraska (S)	Nebraska	A	06	S
LASST320000000000003	Local Area Unemployment Statistics	Unemployment Rate: Nevada (S)	Nevada	A	03	S
LASST320000000000004	Local Area Unemployment Statistics	Unemployment: Nevada (S)	Nevada	A	04	S
LASST320000000000005	Local Area Unemployment Statistics	Employment: Nevada (S)	Nevada	A	05	S
LASST320000000000006	Local Area Unemployment Statistics	Labor Force: Nevada (S)	Nevada	A	06	S
LASST330000000000003	Local Area Unemployment Statistics	Unemployment Rate: New Hampshire (S)	New Hampshire	A	03	S
LASST330000000000004	Local Area Unemployment Statistics	Unemployment: New Hampshire (S)	New Hampshire	A	04	S
LASST330000000000005	Local Area Unemployment Statistics	Employment: New Hampshire (S)	New Hampshire	A	05	S
LASST330000000000006	Local Area Unemployment Statistics	Labor Force: New Hampshire (S)	New Hampshire	A	06	S
LASST340000000000003	Local Area Unemployment Statistics	Unemployment Rate: New Jersey (S)	New Jersey	A	03	S
LASST340000000000004	Local Area Unemployment Statistics	Unemployment: New Jersey (S)	New Jersey	A	04	S
LASST340000000000005	Local Area Unemployment Statistics	Employment: New Jersey (S)	New Jersey	A	05	S
LASST340000000000006	Local Area Unemployment Statistics	Labor Force: New Jersey (S)	New Jersey	A	06	S
LASST350000000000003	Local Area Unemployment Statistics	Unemployment Rate: New Mexico (S)	New Mexico	A	03	S
LASST350000000000004	Local Area Unemployment Statistics	Unemployment: New Mexico (S)	New Mexico	A	04	S
LASST350000000000005	Local Area Unemployment Statistics	Employment: New Mexico (S)	New Mexico	A	05	S
LASST350000000000006	Local Area Unemployment Statistics	Labor Force: New Mexico (S)	New Mexico	A	06	S
LASST360000000000003	Local Area Unemployment Statistics	Unemployment Rate: New York (S)	New York	A	03	S
